line_no,classification,requirement_id,note
2663,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2664,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2665,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2666,integrated,R-2429,adversarial review-role definition (R1-R6) of R-2429
2668,structural_heading,,
2670,integrated,R-2472,
2672,integrated,R-2472,pass criterion of R-2472
2673,integrated,R-2472,pass criterion of R-2472
2674,integrated,R-2472,pass criterion of R-2472
2675,integrated,R-2472,pass criterion of R-2472
2676,integrated,R-2472,pass criterion of R-2472
2677,integrated,R-2472,pass criterion of R-2472
2679,integrated,R-2481,
2680,integrated,R-2481,
2682,structural_heading,,horizontal rule separator
2684,structural_heading,,
2686,structural_heading,,
2688,integrated,R-2490,
2690,integrated,R-2490,mandatory phase field of R-2490
2691,integrated,R-2490,mandatory phase field of R-2490
2692,integrated,R-2490,mandatory phase field of R-2490
2693,integrated,R-2490,mandatory phase field of R-2490
2694,integrated,R-2490,mandatory phase field of R-2490
2695,integrated,R-2490,mandatory phase field of R-2490
2696,integrated,R-2490,mandatory phase field of R-2490
2697,integrated,R-2490,mandatory phase field of R-2490
2698,integrated,R-2490,mandatory phase field of R-2490
2699,integrated,R-2490,mandatory phase field of R-2490
2700,integrated,R-2490,mandatory phase field of R-2490
2701,integrated,R-2490,mandatory phase field of R-2490
2702,integrated,R-2490,mandatory phase field of R-2490
2703,integrated,R-2490,mandatory phase field of R-2490
2704,integrated,R-2490,mandatory phase field of R-2490
2705,integrated,R-2490,mandatory phase field of R-2490
2706,integrated,R-2490,mandatory phase field of R-2490
2707,integrated,R-2490,mandatory phase field of R-2490
2709,integrated,R-2511,
2710,integrated,R-2511,
2711,integrated,R-2511,
2712,integrated,R-2511,
2714,structural_heading,,
2716,integrated,R-2518,
2718,example_or_comment,,code fence delimiter
2719,integrated,R-2518,mandatory state values of R-2518
2720,integrated,R-2518,mandatory state values of R-2518
2721,example_or_comment,,code fence delimiter
2723,integrated,R-2525,
2724,integrated,R-2525,
2725,integrated,R-2525,
2727,example_or_comment,,code fence delimiter
2728,integrated,R-2525,mandatory change-request schema of R-2525
2729,integrated,R-2525,mandatory change-request schema of R-2525
2730,example_or_comment,,code fence delimiter
2732,structural_heading,,
2734,integrated,R-2536,
2736,integrated,R-2536,decision protocol step of R-2536
2737,integrated,R-2536,decision protocol step of R-2536
2738,integrated,R-2536,decision protocol step of R-2536
2739,integrated,R-2536,decision protocol step of R-2536
2740,integrated,R-2536,decision protocol step of R-2536
2741,integrated,R-2536,decision protocol step of R-2536
2742,integrated,R-2536,decision protocol step of R-2536
2743,integrated,R-2536,decision protocol step of R-2536
2745,integrated,R-2547,
2746,integrated,R-2547,
2748,structural_heading,,
2750,integrated,R-2552,
2751,integrated,R-2552,
2752,integrated,R-2552,
2753,integrated,R-2552,
2754,integrated,R-2552,
2756,example_or_comment,,code fence delimiter
2757,integrated,R-2552,mandatory phase-report path of R-2552
2758,example_or_comment,,code fence delimiter
2760,integrated,R-2562,
2761,integrated,R-2562,
2762,integrated,R-2562,
2763,integrated,R-2562,
2765,structural_heading,,horizontal rule separator
2767,structural_heading,,
2769,structural_heading,,
2771,structural_heading,,
2773,nonoperative,,
2774,nonoperative,,
2775,nonoperative,,
2777,structural_heading,,
2779,nonoperative,,outcome summary (enforced via acceptance criteria)
2780,nonoperative,,outcome summary (enforced via acceptance criteria)
2781,nonoperative,,outcome summary (enforced via acceptance criteria)
2782,nonoperative,,outcome summary (enforced via acceptance criteria)
2783,nonoperative,,outcome summary (enforced via acceptance criteria)
2784,nonoperative,,outcome summary (enforced via acceptance criteria)
2785,nonoperative,,outcome summary (enforced via acceptance criteria)
2787,structural_heading,,
2789,integrated,R-2591,
2790,integrated,R-2592,
2791,integrated,R-2593,
2792,integrated,R-2593,cont.
2794,structural_heading,,
2796,integrated,R-2598,directive in Prerequisites: never assume historical docs/paths correct
2797,integrated,R-2598,cont.
2799,structural_heading,,
2801,nonoperative,,
2802,nonoperative,,
2803,nonoperative,,
2804,nonoperative,,
2805,nonoperative,,
2807,structural_heading,,
2809,nonoperative,,
2811,structural_heading,,
2813,integrated,R-2615,
2814,integrated,R-2616,
2815,integrated,R-2616,cont.
2816,integrated,R-2616,cont.
2817,integrated,R-2616,cont.
2818,integrated,R-2616,cont.
2819,integrated,R-2616,cont.
2820,integrated,R-2616,cont.
2821,integrated,R-2623,
2822,integrated,R-2624,
2824,example_or_comment,,
2825,example_or_comment,,
2826,example_or_comment,,
2827,example_or_comment,,
2828,example_or_comment,,
2829,example_or_comment,,
2831,integrated,R-2633,
2832,integrated,R-2634,
2833,integrated,R-2634,cont.
2834,integrated,R-2634,cont.
2835,integrated,R-2634,cont.
2837,integrated,R-2639,
2838,integrated,R-2640,
2839,integrated,R-2640,cont.
2840,integrated,R-2642,
2841,integrated,R-2643,
2842,integrated,R-2643,cont.
2844,integrated,R-2646,
2845,integrated,R-2647,
2846,integrated,R-2647,cont.
2847,integrated,R-2647,cont.
2848,integrated,R-2647,cont.
2849,integrated,R-2647,cont.
2850,integrated,R-2647,cont.
2851,integrated,R-2647,cont.
2852,integrated,R-2654,
2853,integrated,R-2654,cont.
2854,integrated,R-2654,cont.
2855,integrated,R-2654,cont.
2856,integrated,R-2654,cont.
2857,integrated,R-2659,
2858,integrated,R-2659,cont.
2859,integrated,R-2661,
2860,integrated,R-2661,cont.
2861,integrated,R-2661,cont.
2862,integrated,R-2661,cont.
2864,integrated,R-2666,
2865,integrated,R-2667,
2866,integrated,R-2667,cont.
2867,integrated,R-2667,cont.
2868,integrated,R-2667,cont.
2869,integrated,R-2667,cont.
2870,integrated,R-2672,
2871,integrated,R-2673,
2873,integrated,R-2675,
2874,integrated,R-2676,
2875,integrated,R-2676,cont.
2876,integrated,R-2678,
2877,integrated,R-2678,cont.
2879,integrated,R-2681,
2880,integrated,R-2682,
2882,example_or_comment,,
2883,example_or_comment,,
2884,example_or_comment,,
2885,example_or_comment,,
2886,example_or_comment,,
2887,example_or_comment,,
2888,example_or_comment,,
2889,example_or_comment,,
2890,example_or_comment,,
2892,integrated,R-2694,
2893,integrated,R-2695,
2895,integrated,R-2697,
2896,integrated,R-2698,
2897,integrated,R-2699,
2899,integrated,R-2701,
2900,integrated,R-2702,
2901,integrated,R-2703,
2903,structural_heading,,
2905,integrated,R-2707,
2906,integrated,R-2708,
2907,integrated,R-2709,
2908,integrated,R-2710,
2909,integrated,R-2711,
2910,integrated,R-2712,
2911,integrated,R-2713,
2912,integrated,R-2714,
2913,integrated,R-2715,
2914,integrated,R-2716,
2915,integrated,R-2717,
2916,integrated,R-2718,
2917,integrated,R-2719,
2919,structural_heading,,
2921,integrated,R-2723,
2922,integrated,R-2724,
2923,integrated,R-2724,cont.
2924,integrated,R-2724,cont.
2925,integrated,R-2727,
2926,integrated,R-2727,cont.
2927,integrated,R-2729,
2928,integrated,R-2730,
2930,structural_heading,,
2932,integrated,R-2734,
2933,integrated,R-2735,
2934,integrated,R-2736,
2935,integrated,R-2737,
2937,structural_heading,,
2939,integrated,R-2741,
2940,integrated,R-2742,
2941,integrated,R-2743,
2942,integrated,R-2744,
2944,structural_heading,,
2946,integrated,R-2748,
2947,integrated,R-2749,
2948,integrated,R-2750,
2949,integrated,R-2751,
2950,integrated,R-2752,
2951,integrated,R-2753,
2952,integrated,R-2754,
2953,integrated,R-2754,cont.
2954,integrated,R-2756,
2956,structural_heading,,
2958,integrated,R-2760,
2959,integrated,R-2760,cont.
2960,integrated,R-2760,cont.
2962,structural_heading,,
2964,structural_heading,,table header
2965,structural_heading,,table rule
2966,nonoperative,,risk-table row (context)
2967,nonoperative,,risk-table row (context)
2968,nonoperative,,risk-table row (context)
2969,nonoperative,,risk-table row (context)
2971,structural_heading,,
2973,nonoperative,,assumption; tracked in assumption_register.csv
2974,nonoperative,,assumption; tracked in assumption_register.csv
2975,nonoperative,,assumption; tracked in assumption_register.csv
2977,structural_heading,,
2979,nonoperative,,"advisory mitigation, not mandatory"
2980,nonoperative,,"advisory mitigation, not mandatory"
2981,nonoperative,,"advisory mitigation, not mandatory"
2982,nonoperative,,"advisory mitigation, not mandatory"
2984,structural_heading,,
2986,integrated,R-2788,
2987,integrated,R-2788,cont.
2989,structural_heading,,
2991,integrated,R-2793,
2992,integrated,R-2793,cont.
2994,structural_heading,,horizontal rule
2996,structural_heading,,
2998,structural_heading,,
3000,nonoperative,,
3001,nonoperative,,
3003,structural_heading,,
3005,nonoperative,,outcome summary (enforced via acceptance criteria)
3006,nonoperative,,outcome summary (enforced via acceptance criteria)
3007,nonoperative,,outcome summary (enforced via acceptance criteria)
3008,nonoperative,,outcome summary (enforced via acceptance criteria)
3009,nonoperative,,outcome summary (enforced via acceptance criteria)
3011,structural_heading,,
3013,integrated,R-2815,
3014,integrated,R-2816,
3015,integrated,R-2816,cont.
3016,integrated,R-2818,
3018,structural_heading,,
3020,nonoperative,,
3021,nonoperative,,
3022,nonoperative,,
3024,structural_heading,,
3026,nonoperative,,
3027,nonoperative,,
3028,nonoperative,,
3029,nonoperative,,
3031,structural_heading,,
3033,nonoperative,,
3035,structural_heading,,
3037,integrated,R-2839,
3038,integrated,R-2840,
3039,integrated,R-2841,
3040,integrated,R-2841,cont.
3041,integrated,R-2843,
3043,integrated,R-2845,
3044,integrated,R-2846,
3045,integrated,R-2847,
3046,integrated,R-2847,cont.
3048,integrated,R-2850,
3049,integrated,R-2851,
3050,integrated,R-2852,
3051,integrated,R-2853,
3053,integrated,R-2855,
3054,integrated,R-2856,
3055,integrated,R-2856,cont.
3056,integrated,R-2858,
3057,integrated,R-2859,
3059,integrated,R-2861,
3060,integrated,R-2862,
3061,integrated,R-2863,
3062,integrated,R-2863,cont.
3064,integrated,R-2866,
3065,integrated,R-2867,
3066,integrated,R-2868,
3067,integrated,R-2869,
3069,integrated,R-2871,
3070,integrated,R-2872,
3071,integrated,R-2872,cont.
3072,integrated,R-2874,
3074,integrated,R-2876,
3075,integrated,R-2877,
3076,integrated,R-2878,
3078,integrated,R-2880,
3079,integrated,R-2881,
3080,integrated,R-2882,
3081,integrated,R-2883,
3083,structural_heading,,
3085,integrated,R-2887,
3086,integrated,R-2888,
3087,integrated,R-2889,
3088,integrated,R-2890,
3089,integrated,R-2891,
3090,integrated,R-2892,
3091,integrated,R-2893,
3093,structural_heading,,
3095,integrated,R-2897,
3096,integrated,R-2898,
3097,integrated,R-2899,
3098,integrated,R-2900,
3100,structural_heading,,
3102,integrated,R-2904,
3103,integrated,R-2905,
3104,integrated,R-2905,cont.
3105,integrated,R-2907,
3106,integrated,R-2908,
3108,structural_heading,,
3110,integrated,R-2912,
3111,integrated,R-2913,
3112,integrated,R-2914,
3113,integrated,R-2915,
3114,integrated,R-2916,
3116,structural_heading,,
3118,integrated,R-2920,
3119,integrated,R-2921,
3120,integrated,R-2922,
3121,integrated,R-2923,
3122,integrated,R-2924,
3123,integrated,R-2925,
3124,integrated,R-2926,
3126,structural_heading,,
3128,integrated,R-2930,
3129,integrated,R-2930,cont.
3130,integrated,R-2930,cont.
3132,structural_heading,,
3134,structural_heading,,table header
3135,structural_heading,,table rule
3136,nonoperative,,risk-table row (context)
3137,nonoperative,,risk-table row (context)
3138,nonoperative,,risk-table row (context)
3139,nonoperative,,risk-table row (context)
3141,structural_heading,,
3143,nonoperative,,assumption; tracked in assumption_register.csv
3144,nonoperative,,assumption; tracked in assumption_register.csv
3145,nonoperative,,assumption; tracked in assumption_register.csv
3147,structural_heading,,
3149,nonoperative,,"advisory mitigation, not mandatory"
3150,nonoperative,,"advisory mitigation, not mandatory"
3151,nonoperative,,"advisory mitigation, not mandatory"
3152,nonoperative,,"advisory mitigation, not mandatory"
3154,structural_heading,,
3156,integrated,R-2958,
3157,integrated,R-2958,cont.
3159,structural_heading,,
3161,integrated,R-2963,
3162,integrated,R-2963,cont.
3164,structural_heading,,horizontal rule
3166,structural_heading,,
3168,structural_heading,,
3170,nonoperative,,
3171,nonoperative,,
3172,nonoperative,,
3174,structural_heading,,
3176,nonoperative,,outcome summary (enforced via acceptance criteria)
3177,nonoperative,,outcome summary (enforced via acceptance criteria)
3178,nonoperative,,outcome summary (enforced via acceptance criteria)
3179,nonoperative,,outcome summary (enforced via acceptance criteria)
3180,nonoperative,,outcome summary (enforced via acceptance criteria)
3181,nonoperative,,outcome summary (enforced via acceptance criteria)
3182,nonoperative,,outcome summary (enforced via acceptance criteria)
